title;artist;feeling
No Mans Woman;Sinad Oconnor;Electric Guitar
Last Depression;Skitzo;Electric Guitar
Gangsters;Specials;Electric Guitar
Come To Daddy;Aphex Twin;Electronica
Don T Look Back;Artemis;Electronica
Where Its At;Beck;Electronica
He War;Cat Power;Electronica
Dream Police;Cheap Trick;Electronica
Setting Sun;Chemical Brothers;Electronica
Too Slow;Domased;Electronica
Come Undone;Duran Duran;Electronica
D B L;Ivilion;Electronica
Ray Of Light;Madonna;Electronica
Porcelain;Moby;Electronica
Knysnamushrooms;Mr Gelatine;Electronica
I Have Been Floated;Olivia Tremor Control;Electronica
Take California;Propellerheads;Electronica
Hold Me Thrill Me Kiss Me Kill Me;U2;Electronica
For You And I;10Cc;Emotional
Trapped;2Pac;Emotional
Fallin;Alicia Keys;Emotional
Caught Up In The Rapture;Anita Baker;Emotional
Solid;Ashford And Simpson;Emotional
Cant Get Enough Of Your Love Babe;Barry White;Emotional
Where Its At;Beck;Emotional
Bug Powder Dust;Bomb The Bass;Emotional
On The Road Again;Canned Heat;Emotional
Do You Love Me;Contours;Emotional
Speedway;Counting Crows;Emotional
Teach Your Children;Crosby Stills Nash And Young;Emotional
Walk On By;Dionne Warwick;Emotional
Come Undone;Duran Duran;Emotional
Chains Of Love;Erasure;Emotional
Wonderful Tonight;Eric Clapton;Emotional
Come On Home;Franz Ferdinand;Emotional
I Will Survive;Gloria Gaynor;Emotional
Fire And Rain;James Taylor;Emotional
Who Can It Be Now;Men At Work;Emotional
Torn;Natalie Imbruglia;Emotional
Where Youll Find Me Now;Neutral Milk Hotel;Emotional
Being Boring;Pet Shop Boys;Emotional
Walking In The Rain;Ronettes;Emotional
Just Like A Baby;Sly And The Family Stone;Emotional
Keep On Movin;Soul Ii Soul;Emotional
Crawlspace;Soulprint;Emotional
What Love Has Joined Together;Syreeta;Emotional
Since I Lost My Baby;Temptations;Emotional
Sister Havana;Urge Overkill;Emotional
Aint Talkin Bout Love;Van Halen;Emotional
Bargain;Who;Emotional
For You And I;10Cc;Emotional Vocals
Tell It Like It Is;Aaron Neville;Emotional Vocals
Fallin;Alicia Keys;Emotional Vocals
Caught Up In The Rapture;Anita Baker;Emotional Vocals
One Last Love Song;Beautiful South;Emotional Vocals
Sometimes In Winter;Blood Sweat And Tears;Emotional Vocals
Goodbye On A Beautiful Day;Burnshee Thornside;Emotional Vocals
Come Undone;Duran Duran;Emotional Vocals
Wonderful Tonight;Eric Clapton;Emotional Vocals
Torn;Natalie Imbruglia;Emotional Vocals
Every Little Thing She Does Is Magic;Police;Emotional Vocals
Sail Away;Randy Newman;Emotional Vocals
Walking In The Rain;Ronettes;Emotional Vocals
Just Like A Baby;Sly And The Family Stone;Emotional Vocals
Ooo Baby Baby;Smokey Robinson And The Miracles;Emotional Vocals
What Love Has Joined Together;Syreeta;Emotional Vocals
Aint Talkin Bout Love;Van Halen;Emotional Vocals
Trapped;2Pac;Energy
Dirty Deeds Done Dirt Cheap;Ac Dc;Energy
Dude Looks Like A Lady;Aerosmith;Energy
Fallin;Alicia Keys;Energy
Boogie Woogie Bugle Boy;Andrews Sisters;Energy
Im Crying;Animals;Energy
Come To Daddy;Aphex Twin;Energy
Don T Look Back;Artemis;Energy
Solid;Ashford And Simpson;Energy
Sweet Little Angel;B.B. King;Energy
King Harvest Has Surely Come;Band;Energy
Saturday Night;Bay City Rollers;Energy
I Get Around;Beach Boys;Energy
Where Its At;Beck;Energy
Stayin Alive;Bee Gees;Energy
You Cant Judge A Book By Its Cover;Bo Diddley;Energy
Bug Powder Dust;Bomb The Bass;Energy
The Bridge Is Over;Boogie Down Productions;Energy
More Than A Feeling;Boston;Energy
Im A Slave For You;Britney Spears;Energy
Lovefool;Cardigans;Energy
Dream Police;Cheap Trick;Energy
Setting Sun;Chemical Brothers;Energy
Do You Love Me;Contours;Energy
Too Slow;Domased;Energy
Chains Of Love;Erasure;Energy
Come On Home;Franz Ferdinand;Energy
I Will Survive;Gloria Gaynor;Energy
D B L;Ivilion;Energy
Jag S Rag;Jag;Energy
Little L;Jamiroquai;Energy
Peaceful Planet;Kourosh Zolani;Energy
Immigrant Song;Led Zeppelin;Energy
Who Can It Be Now;Men At Work;Energy
I Have Been Floated;Olivia Tremor Control;Energy
Every Little Thing She Does Is Magic;Police;Energy
Take California;Propellerheads;Energy
Last Depression;Skitzo;Energy
Laz 7 8;Solace;Energy
Strode Rode;Sonny Rollins;Energy
Crawlspace;Soulprint;Energy
Stay;Spinecar;Energy
Born To Be Wild;Steppenwolf;Energy
New World;Strawbs;Energy
What Love Has Joined Together;Syreeta;Energy
Like White On Rice;Thursday Group;Energy
Hold Me Thrill Me Kiss Me Kill Me;U2;Energy
Sister Havana;Urge Overkill;Energy
Aint Talkin Bout Love;Van Halen;Energy
Hotel Yorba;White Stripes;Energy
Bargain;Who;Energy
Bust A Move;Young Mc;Energy
Trapped;2Pac;Exciting
Dirty Deeds Done Dirt Cheap;Ac Dc;Exciting
Dude Looks Like A Lady;Aerosmith;Exciting
Boogie Woogie Bugle Boy;Andrews Sisters;Exciting
Im Crying;Animals;Exciting
Saturday Night;Bay City Rollers;Exciting
Stayin Alive;Bee Gees;Exciting
You Cant Judge A Book By Its Cover;Bo Diddley;Exciting
Bug Powder Dust;Bomb The Bass;Exciting
The Bridge Is Over;Boogie Down Productions;Exciting
More Than A Feeling;Boston;Exciting
Dream Police;Cheap Trick;Exciting
Setting Sun;Chemical Brothers;Exciting
Do You Love Me;Contours;Exciting
Come On Home;Franz Ferdinand;Exciting
I Will Survive;Gloria Gaynor;Exciting
D B L;Ivilion;Exciting
Little L;Jamiroquai;Exciting
Immigrant Song;Led Zeppelin;Exciting
Take California;Propellerheads;Exciting
Strode Rode;Sonny Rollins;Exciting
Crawlspace;Soulprint;Exciting
Born To Be Wild;Steppenwolf;Exciting
Like White On Rice;Thursday Group;Exciting
Hold Me Thrill Me Kiss Me Kill Me;U2;Exciting
Sister Havana;Urge Overkill;Exciting
Bargain;Who;Exciting
Dirty Deeds Done Dirt Cheap;Ac Dc;Fast
Boogie Woogie Bugle Boy;Andrews Sisters;Fast
Im Crying;Animals;Fast
Come To Daddy;Aphex Twin;Fast
I Get Around;Beach Boys;Fast
Stayin Alive;Bee Gees;Fast
You Cant Judge A Book By Its Cover;Bo Diddley;Fast
Video Killed The Radio Star;Buggles;Fast
Dream Police;Cheap Trick;Fast
Setting Sun;Chemical Brothers;Fast
Do You Love Me;Contours;Fast
Too Slow;Domased;Fast
Chains Of Love;Erasure;Fast
Come On Home;Franz Ferdinand;Fast
I Will Survive;Gloria Gaynor;Fast
D B L;Ivilion;Fast
Jag S Rag;Jag;Fast
Little L;Jamiroquai;Fast
Peaceful Planet;Kourosh Zolani;Fast
Immigrant Song;Led Zeppelin;Fast
Every Little Thing She Does Is Magic;Police;Fast
Take California;Propellerheads;Fast
Strode Rode;Sonny Rollins;Fast
Heres Where The Story Ends;Sundays;Fast
Like White On Rice;Thursday Group;Fast
Sister Havana;Urge Overkill;Fast
Hotel Yorba;White Stripes;Fast
Fallin;Alicia Keys;Female Lead Vocals
Boogie Woogie Bugle Boy;Andrews Sisters;Female Lead Vocals
Don T Look Back;Artemis;Female Lead Vocals
Solid;Ashford And Simpson;Female Lead Vocals
Survival;Beth Quist;Female Lead Vocals
Lovefool;Cardigans;Female Lead Vocals
He War;Cat Power;Female Lead Vocals
Walk On By;Dionne Warwick;Female Lead Vocals
I Will Survive;Gloria Gaynor;Female Lead Vocals
Ray Of Light;Madonna;Female Lead Vocals
Torn;Natalie Imbruglia;Female Lead Vocals
Walking In The Rain;Ronettes;Female Lead Vocals
No Mans Woman;Sinad Oconnor;Female Lead Vocals
Keep On Movin;Soul Ii Soul;Female Lead Vocals
Heres Where The Story Ends;Sundays;Female Lead Vocals
What Love Has Joined Together;Syreeta;Female Lead Vocals
Jesus Hands;American Music Club;Folk
Alices Restaurant Massacree;Arlo Guthrie;Folk
Catch The Wind;Donovan;Folk
Wonderful Tonight;Eric Clapton;Folk
New World;Strawbs;Folk
Prince Charming;Adam And The Ants;Forget
Jesus Hands;American Music Club;Forget
Come To Daddy;Aphex Twin;Forget
One Last Love Song;Beautiful South;Forget
Like Dylan In The Movies;Belle And Sebastian;Forget
Survival;Beth Quist;Forget
Sometimes In Winter;Blood Sweat And Tears;Forget
Wasnt Born To Follow;Byrds;Forget
On The Road Again;Canned Heat;Forget
Mood Indigo;Charles Mingus;Forget
Setting Sun;Chemical Brothers;Forget
Too Slow;Domased;Forget
I Have Been Floated;Olivia Tremor Control;Forget
Last Depression;Skitzo;Forget
Just Like A Baby;Sly And The Family Stone;Forget
Stay;Spinecar;Forget
Heres Where The Story Ends;Sundays;Forget
Like White On Rice;Thursday Group;Forget
Hold Me Thrill Me Kiss Me Kill Me;U2;Forget
Aint Talkin Bout Love;Van Halen;Forget
For You And I;10Cc;Going To Sleep
Wave;Antonio Carlos Jobim;Going To Sleep
Alices Restaurant Massacree;Arlo Guthrie;Going To Sleep
Sometimes In Winter;Blood Sweat And Tears;Going To Sleep
Mood Indigo;Charles Mingus;Going To Sleep
Walk On By;Dionne Warwick;Going To Sleep
Come Undone;Duran Duran;Going To Sleep
Wonderful Tonight;Eric Clapton;Going To Sleep
Fire And Rain;James Taylor;Going To Sleep
Porcelain;Moby;Going To Sleep
Knysnamushrooms;Mr Gelatine;Going To Sleep
Echoes;Pink Floyd;Going To Sleep
Walking In The Rain;Ronettes;Going To Sleep
Just Like A Baby;Sly And The Family Stone;Going To Sleep
Keep On Movin;Soul Ii Soul;Going To Sleep
Beechwood Park;Zombies;Going To Sleep
Where Its At;Beck;Hanging With Friends
Lovefool;Cardigans;Hanging With Friends
He War;Cat Power;Hanging With Friends
Sail Away;Randy Newman;Hanging With Friends
Dude Looks Like A Lady;Aerosmith;Happy
Boogie Woogie Bugle Boy;Andrews Sisters;Happy
Caught Up In The Rapture;Anita Baker;Happy
Wave;Antonio Carlos Jobim;Happy
Alices Restaurant Massacree;Arlo Guthrie;Happy
Solid;Ashford And Simpson;Happy
King Harvest Has Surely Come;Band;Happy
Saturday Night;Bay City Rollers;Happy
Where Its At;Beck;Happy
Stayin Alive;Bee Gees;Happy
In The Street;Big Star;Happy
You Cant Judge A Book By Its Cover;Bo Diddley;Happy
Im A Slave For You;Britney Spears;Happy
Lovefool;Cardigans;Happy
Dream Police;Cheap Trick;Happy
Do You Love Me;Contours;Happy
Chains Of Love;Erasure;Happy
Come On Home;Franz Ferdinand;Happy
I Will Survive;Gloria Gaynor;Happy
Little L;Jamiroquai;Happy
Ray Of Light;Madonna;Happy
Who Can It Be Now;Men At Work;Happy
Every Little Thing She Does Is Magic;Police;Happy
Take California;Propellerheads;Happy
Walking In The Rain;Ronettes;Happy
Strode Rode;Sonny Rollins;Happy
Gangsters;Specials;Happy
Born To Be Wild;Steppenwolf;Happy
Heres Where The Story Ends;Sundays;Happy
What Love Has Joined Together;Syreeta;Happy
Hotel Yorba;White Stripes;Happy
Beechwood Park;Zombies;Happy
Trapped;2Pac;Heavy
Bonita Applebum;A Tribe Called Quest;Heavy
Tell It Like It Is;Aaron Neville;Heavy
Dirty Deeds Done Dirt Cheap;Ac Dc;Heavy
Prince Charming;Adam And The Ants;Heavy
Elected;Alice Cooper;Heavy
Jesus Hands;American Music Club;Heavy
Come To Daddy;Aphex Twin;Heavy
Don T Look Back;Artemis;Heavy
Sweet Little Angel;B.B. King;Heavy
Cant Get Enough Of Your Love Babe;Barry White;Heavy
One Last Love Song;Beautiful South;Heavy
Like Dylan In The Movies;Belle And Sebastian;Heavy
Survival;Beth Quist;Heavy
Bug Powder Dust;Bomb The Bass;Heavy
The Bridge Is Over;Boogie Down Productions;Heavy
More Than A Feeling;Boston;Heavy
Wasnt Born To Follow;Byrds;Heavy
Setting Sun;Chemical Brothers;Heavy
Speedway;Counting Crows;Heavy
Walk On By;Dionne Warwick;Heavy
I Will Survive;Gloria Gaynor;Heavy
Hate;Hybris;Heavy
D B L;Ivilion;Heavy
Immigrant Song;Led Zeppelin;Heavy
Porcelain;Moby;Heavy
Knysnamushrooms;Mr Gelatine;Heavy
Torn;Natalie Imbruglia;Heavy
Where Youll Find Me Now;Neutral Milk Hotel;Heavy
Being Boring;Pet Shop Boys;Heavy
Echoes;Pink Floyd;Heavy
Last Depression;Skitzo;Heavy
Behind The Wall Of Sleep;Smithereens;Heavy
Laz 7 8;Solace;Heavy
Crawlspace;Soulprint;Heavy
Stay;Spinecar;Heavy
New World;Strawbs;Heavy
Hold Me Thrill Me Kiss Me Kill Me;U2;Heavy
Aint Talkin Bout Love;Van Halen;Heavy
Trapped;2Pac;Heavy Beat
Bonita Applebum;A Tribe Called Quest;Heavy Beat
Dirty Deeds Done Dirt Cheap;Ac Dc;Heavy Beat
Dude Looks Like A Lady;Aerosmith;Heavy Beat
Come To Daddy;Aphex Twin;Heavy Beat
Sweet Little Angel;B.B. King;Heavy Beat
Where Its At;Beck;Heavy Beat
Stayin Alive;Bee Gees;Heavy Beat
You Cant Judge A Book By Its Cover;Bo Diddley;Heavy Beat
Bug Powder Dust;Bomb The Bass;Heavy Beat
The Bridge Is Over;Boogie Down Productions;Heavy Beat
Im A Slave For You;Britney Spears;Heavy Beat
Dream Police;Cheap Trick;Heavy Beat
Setting Sun;Chemical Brothers;Heavy Beat
Do You Love Me;Contours;Heavy Beat
Hate;Hybris;Heavy Beat
Little L;Jamiroquai;Heavy Beat
Immigrant Song;Led Zeppelin;Heavy Beat
Every Little Thing She Does Is Magic;Police;Heavy Beat
Take California;Propellerheads;Heavy Beat
Last Depression;Skitzo;Heavy Beat
Behind The Wall Of Sleep;Smithereens;Heavy Beat
Strode Rode;Sonny Rollins;Heavy Beat
Crawlspace;Soulprint;Heavy Beat
Stay;Spinecar;Heavy Beat
Born To Be Wild;Steppenwolf;Heavy Beat
Sister Havana;Urge Overkill;Heavy Beat
Bust A Move;Young Mc;Heavy Beat
Fallin;Alicia Keys;High Pitched
Stayin Alive;Bee Gees;High Pitched
No Mans Woman;Sinad Oconnor;High Pitched
Ooo Baby Baby;Smokey Robinson And The Miracles;High Pitched
Trapped;2Pac;Indifferent
Bonita Applebum;A Tribe Called Quest;Indifferent
Dirty Deeds Done Dirt Cheap;Ac Dc;Indifferent
Prince Charming;Adam And The Ants;Indifferent
Dude Looks Like A Lady;Aerosmith;Indifferent
Elected;Alice Cooper;Indifferent
Im Crying;Animals;Indifferent
Come To Daddy;Aphex Twin;Indifferent
Don T Look Back;Artemis;Indifferent
Sweet Little Angel;B.B. King;Indifferent
Saturday Night;Bay City Rollers;Indifferent
I Get Around;Beach Boys;Indifferent
Where Its At;Beck;Indifferent
Like Dylan In The Movies;Belle And Sebastian;Indifferent
Survival;Beth Quist;Indifferent
In The Street;Big Star;Indifferent
The Bridge Is Over;Boogie Down Productions;Indifferent
Video Killed The Radio Star;Buggles;Indifferent
Wasnt Born To Follow;Byrds;Indifferent
On The Road Again;Canned Heat;Indifferent
He War;Cat Power;Indifferent
Dream Police;Cheap Trick;Indifferent
Setting Sun;Chemical Brothers;Indifferent
Do You Love Me;Contours;Indifferent
Too Slow;Domased;Indifferent
Hate;Hybris;Indifferent
D B L;Ivilion;Indifferent
Jag S Rag;Jag;Indifferent
Peaceful Planet;Kourosh Zolani;Indifferent
Immigrant Song;Led Zeppelin;Indifferent
Ray Of Light;Madonna;Indifferent
Who Can It Be Now;Men At Work;Indifferent
Knysnamushrooms;Mr Gelatine;Indifferent
Echoes;Pink Floyd;Indifferent
Take California;Propellerheads;Indifferent
Last Depression;Skitzo;Indifferent
Behind The Wall Of Sleep;Smithereens;Indifferent
Laz 7 8;Solace;Indifferent
Crawlspace;Soulprint;Indifferent
Gangsters;Specials;Indifferent
Stay;Spinecar;Indifferent
Born To Be Wild;Steppenwolf;Indifferent
Like White On Rice;Thursday Group;Indifferent
Hold Me Thrill Me Kiss Me Kill Me;U2;Indifferent
Sister Havana;Urge Overkill;Indifferent
Aint Talkin Bout Love;Van Halen;Indifferent
Hotel Yorba;White Stripes;Indifferent
Tell It Like It Is;Aaron Neville;Jazz
Boogie Woogie Bugle Boy;Andrews Sisters;Jazz
Mood Indigo;Charles Mingus;Jazz
Wonderful Tonight;Eric Clapton;Jazz
Heaven S The Place;Grayson Wray;Jazz
Just Like A Baby;Sly And The Family Stone;Jazz
Like White On Rice;Thursday Group;Jazz
Dude Looks Like A Lady;Aerosmith;Light
Caught Up In The Rapture;Anita Baker;Light
Wave;Antonio Carlos Jobim;Light
Alices Restaurant Massacree;Arlo Guthrie;Light
Saturday Night;Bay City Rollers;Light
I Get Around;Beach Boys;Light
In The Street;Big Star;Light
You Cant Judge A Book By Its Cover;Bo Diddley;Light
Video Killed The Radio Star;Buggles;Light
Lovefool;Cardigans;Light
Dream Police;Cheap Trick;Light
Chains Of Love;Erasure;Light
Little L;Jamiroquai;Light
Every Little Thing She Does Is Magic;Police;Light
Walking In The Rain;Ronettes;Light
Strode Rode;Sonny Rollins;Light
Gangsters;Specials;Light
Heres Where The Story Ends;Sundays;Light
What Love Has Joined Together;Syreeta;Light
Hotel Yorba;White Stripes;Light
Bust A Move;Young Mc;Light
For You And I;10Cc;Light Beat
Tell It Like It Is;Aaron Neville;Light Beat
Jesus Hands;American Music Club;Light Beat
Wave;Antonio Carlos Jobim;Light Beat
Alices Restaurant Massacree;Arlo Guthrie;Light Beat
Cant Get Enough Of Your Love Babe;Barry White;Light Beat
One Last Love Song;Beautiful South;Light Beat
Survival;Beth Quist;Light Beat
In The Street;Big Star;Light Beat
Sometimes In Winter;Blood Sweat And Tears;Light Beat
Goodbye On A Beautiful Day;Burnshee Thornside;Light Beat
On The Road Again;Canned Heat;Light Beat
Mood Indigo;Charles Mingus;Light Beat
Walk On By;Dionne Warwick;Light Beat
Catch The Wind;Donovan;Light Beat
Chains Of Love;Erasure;Light Beat
Wonderful Tonight;Eric Clapton;Light Beat
Fire And Rain;James Taylor;Light Beat
Torn;Natalie Imbruglia;Light Beat
Echoes;Pink Floyd;Light Beat
Sail Away;Randy Newman;Light Beat
Ooo Baby Baby;Smokey Robinson And The Miracles;Light Beat
Golden Brown;Stranglers;Light Beat
Heres Where The Story Ends;Sundays;Light Beat
What Love Has Joined Together;Syreeta;Light Beat
Since I Lost My Baby;Temptations;Light Beat
Dude Looks Like A Lady;Aerosmith;Lighthearted
Boogie Woogie Bugle Boy;Andrews Sisters;Lighthearted
Caught Up In The Rapture;Anita Baker;Lighthearted
Wave;Antonio Carlos Jobim;Lighthearted
Alices Restaurant Massacree;Arlo Guthrie;Lighthearted
Saturday Night;Bay City Rollers;Lighthearted
I Get Around;Beach Boys;Lighthearted
Stayin Alive;Bee Gees;Lighthearted
You Cant Judge A Book By Its Cover;Bo Diddley;Lighthearted
Video Killed The Radio Star;Buggles;Lighthearted
Lovefool;Cardigans;Lighthearted
Catch The Wind;Donovan;Lighthearted
Heaven S The Place;Grayson Wray;Lighthearted
Little L;Jamiroquai;Lighthearted
Ray Of Light;Madonna;Lighthearted
Who Can It Be Now;Men At Work;Lighthearted
I Have Been Floated;Olivia Tremor Control;Lighthearted
Every Little Thing She Does Is Magic;Police;Lighthearted
Walking In The Rain;Ronettes;Lighthearted
Strode Rode;Sonny Rollins;Lighthearted
Born To Be Wild;Steppenwolf;Lighthearted
What Love Has Joined Together;Syreeta;Lighthearted
Hotel Yorba;White Stripes;Lighthearted
For You And I;10Cc;Like
Dirty Deeds Done Dirt Cheap;Ac Dc;Like
Dude Looks Like A Lady;Aerosmith;Like
Fallin;Alicia Keys;Like
Boogie Woogie Bugle Boy;Andrews Sisters;Like
Wave;Antonio Carlos Jobim;Like
Sweet Little Angel;B.B. King;Like
Saturday Night;Bay City Rollers;Like
You Cant Judge A Book By Its Cover;Bo Diddley;Like
Video Killed The Radio Star;Buggles;Like
Walk On By;Dionne Warwick;Like
Come Undone;Duran Duran;Like
Come On Home;Franz Ferdinand;Like
I Will Survive;Gloria Gaynor;Like
Fire And Rain;James Taylor;Like
Little L;Jamiroquai;Like
Peaceful Planet;Kourosh Zolani;Like
Immigrant Song;Led Zeppelin;Like
Porcelain;Moby;Like
Every Little Thing She Does Is Magic;Police;Like
Just Like A Baby;Sly And The Family Stone;Like
Ooo Baby Baby;Smokey Robinson And The Miracles;Like
Laz 7 8;Solace;Like
Strode Rode;Sonny Rollins;Like
Born To Be Wild;Steppenwolf;Like
Since I Lost My Baby;Temptations;Like
Sister Havana;Urge Overkill;Like
Hotel Yorba;White Stripes;Like
Bargain;Who;Like
Beechwood Park;Zombies;Like
Tell It Like It Is;Aaron Neville;Low Energy
Jesus Hands;American Music Club;Low Energy
Caught Up In The Rapture;Anita Baker;Low Energy
One Last Love Song;Beautiful South;Low Energy
Survival;Beth Quist;Low Energy
Sometimes In Winter;Blood Sweat And Tears;Low Energy
Goodbye On A Beautiful Day;Burnshee Thornside;Low Energy
Wasnt Born To Follow;Byrds;Low Energy
On The Road Again;Canned Heat;Low Energy
Mood Indigo;Charles Mingus;Low Energy
Speedway;Counting Crows;Low Energy
Walk On By;Dionne Warwick;Low Energy
Catch The Wind;Donovan;Low Energy
Wonderful Tonight;Eric Clapton;Low Energy
Fire And Rain;James Taylor;Low Energy
Echoes;Pink Floyd;Low Energy
Sail Away;Randy Newman;Low Energy
Just Like A Baby;Sly And The Family Stone;Low Energy
Ooo Baby Baby;Smokey Robinson And The Miracles;Low Energy
Keep On Movin;Soul Ii Soul;Low Energy
For You And I;10Cc;Major
Trapped;2Pac;Major
Dude Looks Like A Lady;Aerosmith;Major
Boogie Woogie Bugle Boy;Andrews Sisters;Major
Im Crying;Animals;Major
Wave;Antonio Carlos Jobim;Major
Alices Restaurant Massacree;Arlo Guthrie;Major
